City,State,Country,lat,lng
Guyuan,Ningxia,China,36.008,106.2782
Rui’an,Zhejiang,China,27.778,120.6526
Khulna,Khulna,Bangladesh,22.8167,89.55
Muscat,Masqa?,Oman,23.6139,58.5922
Wenling,Zhejiang,China,28.3797,121.3718
Gaozhou,Guangdong,China,21.9135,110.8481
Far?d?b?d,Hary?na,India,28.4167,77.3
Chizhou,Anhui,China,30.6583,117.4849
Tel Aviv-Yafo,Tel Aviv,Israel,32.08,34.78
Ulaanbaatar,Ulaanbaatar,Mongolia,47.9203,106.9172
Goiânia,Goiás,Brazil,-16.6667,-49.25
Fuqing,Fujian,China,25.7232,119.3735
Kayseri,Kayseri,Turkey,38.7225,35.4875
Wuzhong,Ningxia,China,37.9874,106.1919
Belgrade,Beograd,Serbia,44.82,20.46
Pingdu,Shandong,China,36.7833,119.9556
Milan,Lombardy,Italy,45.4669,9.19
Aurang?b?d,Mah?r?shtra,India,19.88,75.32
Copenhagen,Hovedstaden,Denmark,55.6761,12.5683
Yangquan,Shanxi,China,37.8576,113.5762
Yutan,Hunan,China,28.3147,112.554
Huangshan,Anhui,China,29.7132,118.3151
Auckland,Auckland,New Zealand,-36.8406,174.74
Makassar,Sulawesi Selatan,Indonesia,-5.1619,119.4362
Santiago,Cibao Norte,Dominican Republic,19.4572,-70.6889
Milwaukee,Wisconsin,United States,43.0642,-87.9675
R?jkot,Gujar?t,India,22.3,70.7833
Prague,Praha,Czechia,50.0875,14.4214
Samsun,Samsun,Turkey,41.2903,36.3336
Liangshi,Hunan,China,27.2578,111.7351
Barranquilla,Atlántico,Colombia,10.9833,-74.8019
Saitama,Saitama,Japan,35.8614,139.6456
Guarulhos,São Paulo,Brazil,-23.4628,-46.5328
Al Ba?rah,Al Ba?rah,Iraq,30.515,47.81
Mandalay,Mandalay,Myanmar,21.9831,96.0844
Juárez,Chihuahua,Mexico,31.7386,-106.487
Xintai,Shandong,China,35.91,117.78
Wusong,Anhui,China,30.9333,117.7667
Meerut,Uttar Pradesh,India,28.98,77.71
Yushu,Jilin,China,44.8249,126.5451
Rongcheng,Yunnan,China,26.2312,104.0966
Huazhou,Guangdong,China,21.654,110.6294
Adelaide,South Australia,Australia,-34.9275,138.6
Baishan,Jilin,China,41.9377,126.4179
Dayan,Yunnan,China,26.8808,100.2208
Haicheng,Liaoning,China,40.8523,122.7474
Tripoli,?ar?bulus,Libya,32.8872,13.1914
Jiangyin,Jiangsu,China,31.9087,120.2653
Yicheng,Jiangsu,China,31.3697,119.8239
Huaiyin,Jiangsu,China,33.5819,119.028
Porto,Porto,Portugal,41.1621,-8.622
Cacuaco,Luanda,Angola,-8.8053,13.2444
Soweto,Gauteng,South Africa,-26.2678,27.8585
Rosario,Santa Fe,Argentina,-32.9575,-60.6394
Canagatan,Cagayan,Philippines,18,121.8
Helsinki,Uusimaa,Finland,60.1708,24.9375
Jabalpur,Madhya Pradesh,India,23.1667,79.9333
Providence,Rhode Island,United States,41.823,-71.4187
Rucheng,Jiangsu,China,32.3852,120.5634
Nizhniy Novgorod,Nizhegorodskaya Oblast’,Russia,56.3269,44.0075
Ahv?z,Kh?zest?n,Iran,31.3203,48.6692
Jepara,Jawa Tengah,Indonesia,-6.5333,110.6667
Shaoyang,Jiangsu,China,32.9387,119.8404
Comayagüela,Francisco Morazán,Honduras,14.0981,-87.2097
Laiwu,Shandong,China,36.1833,117.6667
Sharjah,Ash Sh?riqah,United Arab Emirates,25.3575,55.3908
Kalamboli,Mah?r?shtra,India,19.2333,73.1333
Jingling,Hubei,China,30.6667,113.1667
Kazan,Tatarstan,Russia,55.7964,49.1089
Suwon,Gyeonggi,South Korea,37.2667,127.0167
Yongcheng,Henan,China,33.9317,116.4459
Sumedang,Jawa Barat,Indonesia,-6.84,107.9208
Calgary,Alberta,Canada,51.05,-114.0667
C?n Th?,C?n Th?,Vietnam,10.0333,105.7833
Yiwu,Zhejiang,China,29.3081,120.0698
Bagam,Kepulauan Riau,Indonesia,1.0833,104.0333
Beidao,Gansu,China,34.602,105.918
Vasai,Mah?r?shtra,India,19.47,72.8
Xiangshui,Guizhou,China,26.5964,104.8314
Jacksonville,Florida,United States,30.3322,-81.6749
Akçaabat,Trabzon,Turkey,41.0167,39.55
Campinas,São Paulo,Brazil,-22.9058,-47.0608
Dadukou,Sichuan,China,26.5849,101.7149
Mombasa,Mombasa,Kenya,-4.05,39.6667
Lingcheng,Guangxi,China,22.7,110.35
Najafgarh,Delhi,India,28.6092,76.9798
Vila Velha,Amapá,Brazil,3.2167,-51.2167
G?zipura,Dhaka,Bangladesh,23.9889,90.375
Chelyabinsk,Chelyabinskaya Oblast’,Russia,55.15,61.4
V?r?nasi,Uttar Pradesh,India,25.3189,83.0128
Xinyu,Jiangxi,China,27.795,114.9242
Qom,Qom,Iran,34.64,50.8764
Hargeysa,Woqooyi Galbeed,Somalia,9.5631,44.0675
Zhangye,Gansu,China,38.9355,100.4553
Hiroshima,Hiroshima,Japan,34.3914,132.4519
Maiduguri,Borno,Nigeria,11.8333,13.15
Chiang Mai,Chiang Mai,Thailand,18.7953,98.9986
Doha,Ad Daw?ah,Qatar,25.2867,51.5333
Maputo,Maputo,Mozambique,-25.9667,32.5833
Mbandaka,Équateur,Congo (Kinshasa),0.0478,18.2558
Pikine,Dakar,Senegal,14.75,-17.4
Medina,Al Mad?nah al Munawwarah,Saudi Arabia,24.47,39.61
Sr?nagar,Jammu and Kashm?r,India,34.09,74.79
Omsk,Omskaya Oblast’,Russia,54.9667,73.3833
Dublin,Dublin,Ireland,53.35,-6.2603
Liaoyuan,Jilin,China,42.8976,125.1381
Cilacap,Jawa Tengah,Indonesia,-7.7167,109.017
Yingtan,Jiangxi,China,28.2333,117
Bandar Lampung,Lampung,Indonesia,-5.45,105.2667
Samara,Samarskaya Oblast’,Russia,53.2028,50.1408
Guankou,Hunan,China,28.1417,113.625
Ulsan,Ulsan,South Korea,35.55,129.3167
Dhanb?d,Jh?rkhand,India,23.7998,86.4305
Dingzhou,Hebei,China,38.5158,114.9845
Lianyuan,Hunan,China,27.6961,111.6659
Rongcheng,Hubei,China,29.8239,112.9019
Kaiyuan,Henan,China,36.0656,113.8153
Nay Pyi Taw,Nay Pyi Taw,Myanmar,19.7475,96.115
Zhuji,Zhejiang,China,29.7169,120.2314
Kigali,Kigali,Rwanda,-1.9536,30.0606
Bukavu,Sud-Kivu,Congo (Kinshasa),-2.5,28.8667
Leiyang,Hunan,China,26.4179,112.8457
Bafoussam,Ouest,Cameroon,5.4667,10.4167
Yichun,Heilongjiang,China,47.7235,128.8893
Benin City,Edo,Nigeria,6.3333,5.6222
Rostov,Rostovskaya Oblast’,Russia,47.2333,39.7
Xiantao,Hubei,China,30.3833,113.4
Amritsar,Punjab,India,31.64,74.86
Callao,Callao,Peru,-12.0333,-77.1333
Salt Lake City,Utah,United States,40.7776,-111.9311
Al?garh,Uttar Pradesh,India,27.88,78.08
Shagamu,Ogun,Nigeria,6.8333,3.65
Yingchuan,Henan,China,34.1511,113.4733
Ciudad Nezahualcóyotl,México,Mexico,19.4081,-99.0186
Tbilisi,Tbilisi,Georgia,41.7225,44.7925
Guw?h?ti,Assam,India,26.1722,91.7458
Ufa,Bashkortostan,Russia,54.7261,55.9475
Fès,Fès-Meknès,Morocco,34.0433,-5.0033
São Luís,Maranhão,Brazil,-2.5283,-44.3044
Biên Hòa,??ng Nai,Vietnam,10.95,106.8167
Sevilla,Andalusia,Spain,37.24,-5.99
N’Djamena,N’Djamena,Chad,12.11,15.05
Mexicali,Baja California,Mexico,32.6633,-115.4678
Nezahualcóyotl,México,Mexico,19.4006,-99.0148
Ikare,Ondo,Nigeria,7.5167,5.75
Nashville,Tennessee,United States,36.1715,-86.7842
Tamale,Northern,Ghana,9.4075,-0.8533
Xibeijie,Gansu,China,39.737,98.5049
Yuyao,Zhejiang,China,30.0372,121.1546
H?ora,West Bengal,India,22.58,88.3294
Hanchuan,Hubei,China,30.652,113.8274
Gongzhuling,Jilin,China,43.5036,124.8088
Krasnoyarsk,Krasnoyarskiy Kray,Russia,56.0089,92.8719
Cologne,North Rhine-Westphalia,Germany,50.9364,6.9528
Bujumbura,Bujumbura Mairie,Burundi,-3.3833,29.3667
Bishkek,Bishkek,Kyrgyzstan,42.8747,74.6122
Zhufeng,Shandong,China,36,119.4167
São Gonçalo,Rio de Janeiro,Brazil,-22.8269,-43.0539
Yerevan,Yerevan,Armenia,40.1814,44.5144
Ezhou,Hubei,China,30.3972,114.8842
Nur-Sultan,,Kazakhstan,51.1472,71.4222
Tongjin,Gyeonggi,South Korea,37.2333,127.2
Nouakchott,Nouakchott Ouest,Mauritania,18.0858,-15.9785
Xiashi,Zhejiang,China,30.5333,120.6833
R?nchi,Jh?rkhand,India,23.36,85.33
Taixing,Jiangsu,China,32.1724,120.0142
Vereeniging,Gauteng,South Africa,-26.6736,27.9319
Gwalior,Madhya Pradesh,India,26.2215,78.178
Zhongwei,Ningxia,China,37.5139,105.1884
Goyang,Gyeonggi,South Korea,37.65,126.8
Oslo,Oslo,Norway,59.9133,10.7389
Vijayav?da,Andhra Pradesh,India,16.5193,80.6305
Chand?garh,Chand?garh,India,30.75,76.78
Edmonton,Alberta,Canada,53.5344,-113.4903
Sendai,Miyagi,Japan,38.2682,140.8694
Raleigh,North Carolina,United States,35.8324,-78.6429
Mizhou,Shandong,China,35.99,119.3801
Tunis,Tunis,Tunisia,36.8064,10.1817
Xishan,Hunan,China,27.6609,113.4946
Barquisimeto,Lara,Venezuela,10.0678,-69.3467
Hegang,Heilongjiang,China,47.3139,130.2775
Voronezh,Voronezhskaya Oblast’,Russia,51.6717,39.2106
Perm,Permskiy Kray,Russia,58.0139,56.2489
Changwon,Gyeongnam,South Korea,35.2708,128.6631
Fangchenggang,Guangxi,China,21.6,108.3
Shouguang,Shandong,China,36.8833,118.7333
Bogor,Jawa Barat,Indonesia,-6.5966,106.7972
Cartagena,Bolívar,Colombia,10.4,-75.5
Matola,Maputo,Mozambique,-25.9667,32.4667
Jodhpur,R?jasth?n,India,26.28,73.02
Memphis,Tennessee,United States,35.1087,-89.9663
Ogbomoso,Oyo,Nigeria,8.1333,4.25
Rangapukur,Rangpur,Bangladesh,25.56,89.25
Managua,Managua,Nicaragua,12.1544,-86.2738
Sanya,Hainan,China,18.2533,109.5036
Shymkent,,Kazakhstan,42.3167,69.5958
Wutong,Zhejiang,China,30.6326,120.5474
Niamey,Niamey,Niger,13.515,2.1175
Shubr? al Khaymah,Al Qaly?b?yah,Egypt,30.1286,31.2422
Linhai,Zhejiang,China,28.8523,121.1409
Denizli,Denizli,Turkey,37.7667,29.0833
Maceió,Alagoas,Brazil,-9.6658,-35.735
Monrovia,Montserrado,Liberia,6.3133,-10.8014
Wafangdian,Liaoning,China,39.6271,121.9972
Zhongxiang,Hubei,China,31.169,112.5853
Louisville,Kentucky,United States,38.1663,-85.6485
Odesa,Odeska Oblast,Ukraine,46.4775,30.7326
Th? ??c,H? Chí Minh,Vietnam,10.8266,106.7609
Volgograd,Volgogradskaya Oblast’,Russia,48.7086,44.5147
Islamabad,Islamabad,Pakistan,33.6931,73.0639
Port-au-Prince,Ouest,Haiti,18.5333,-72.3333
Xinyi,Guangdong,China,22.3559,110.9369
Raipur,Chhatt?sgarh,India,21.25,81.63
Arequipa,Arequipa,Peru,-16.4,-71.5333
Richmond,Virginia,United States,37.5295,-77.4756
Zaoyang,Hubei,China,32.1287,112.7581
Buffalo,New York,United States,42.9018,-78.8487
Shuizhai,Henan,China,33.4433,114.8994
Xingyi,Guizhou,China,25.091,104.9011
Kota,R?jasth?n,India,25.18,75.83
Quetta,Balochistan,Pakistan,30.1833,67
Kathmandu,,Nepal,27.7172,85.324
Ottawa,Ontario,Canada,45.4247,-75.695
Lilongwe,Lilongwe,Malawi,-13.9833,33.7833
Asmara,Ma’?kel,Eritrea,15.3228,38.925
Freetown,Western Area,Sierra Leone,8.4844,-13.2344
Vientiane,Viangchan,Laos,17.9667,102.6
Jerusalem,Jerusalem,Israel,31.7784,35.2066
Riga,R?ga,Latvia,56.9489,24.1064
Bangui,Bangui,Central African Republic,4.3733,18.5628
Dushanbe,Dushanbe,Tajikistan,38.5367,68.78
Lomé,Maritime,Togo,6.1319,1.2228
Ashgabat,A?gabat,Turkmenistan,37.95,58.3833
Zagreb,"Zagreb, Grad",Croatia,45.8167,15.9833
Libreville,Estuaire,Gabon,0.3903,9.4542
Cotonou,Littoral,Benin,6.3667,2.4333
Pretoria,Gauteng,South Africa,-25.7461,28.1881
Vilnius,Vilniaus Miestas,Lithuania,54.6872,25.28
Winnipeg,Manitoba,Canada,49.8844,-97.1464
Quebec City,Quebec,Canada,46.8139,-71.2081
Chisinau,Chi?in?u,Moldova,47.0228,28.8353
Port Moresby,National Capital,Papua New Guinea,-9.4789,147.1494
Skopje,Skopje,Macedonia,41.9961,21.4317
Djibouti,Djibouti,Djibouti,11.5883,43.145
Gaza,,Gaza Strip,31.5069,34.456
Kingston,Kingston,Jamaica,17.9714,-76.7931
Rabat,Rabat-Salé-Kénitra,Morocco,34.0209,-6.8416
San Salvador,San Salvador,El Salvador,13.6989,-89.1914
The Hague,Zuid-Holland,Netherlands,52.08,4.31
Asunción,Asunción,Paraguay,-25.3,-57.6333
Juba,Central Equatoria,South Sudan,4.85,31.6
Maseru,Maseru,Lesotho,-29.31,27.48
Bissau,Bissau,Guinea-Bissau,11.85,-15.5667
Valletta,Valletta,Malta,35.8983,14.5125
Bratislava,Bratislava,Slovakia,48.1439,17.1097
Kitchener,Ontario,Canada,43.4186,-80.4728
Manama,Al ‘??imah,Bahrain,26.225,50.5775
Tallinn,Tallinn,Estonia,59.4372,24.7453
Beirut,Beyrouth,Lebanon,33.8869,35.5131
Cape Town,Western Cape,South Africa,-33.9253,18.4239
Tirana,Tiranë,Albania,41.3289,19.8178
Sarajevo,"Bosnia and Herzegovina, Federation of",Bosnia and Herzegovina,43.8564,18.4131
Wellington,Wellington,New Zealand,-41.2889,174.7772
Banjul,Banjul,The Gambia,13.4531,-16.5775
Halifax,Nova Scotia,Canada,44.6475,-63.5906
Canberra,Australian Capital Territory,Australia,-35.2931,149.1269
Yamoussoukro,Yamoussoukro,Côte d'Ivoire,6.8161,-5.2742
Victoria,British Columbia,Canada,48.4283,-123.3647
Nicosia,Lefkosía,Cyprus,35.1725,33.365
Windhoek,Khomas,Namibia,-22.57,17.0836
Saint-Denis,,Reunion,-20.8789,55.4481
Porto-Novo,Ouémé,Benin,6.4972,2.605
Sucre,Chuquisaca,Bolivia,-19.0475,-65.26
Ljubljana,Ljubljana,Slovenia,46.0514,14.5061
Nassau,,The Bahamas,25.0781,-77.3386
Bloemfontein,Free State,South Africa,-29.1167,26.2167
Fort-de-France,,Martinique,14.6,-61.0667
New Delhi,Delhi,India,28.6139,77.209
Gaborone,Gaborone,Botswana,-24.6581,25.9122
Paramaribo,Paramaribo,Suriname,5.8522,-55.2039
Dili,Díli,Timor-Leste,-8.5536,125.5783
Dodoma,Dodoma,Tanzania,-6.1731,35.7419
Georgetown,Demerara-Mahaica,Guyana,6.8058,-58.1508
Gibraltar,,Gibraltar,36.1333,-5.35
Malabo,Bioko Norte,Equatorial Guinea,3.75,8.7833
Suva,Rewa,Fiji,-18.1416,178.4419
Nouméa,Province Sud,New Caledonia,-22.2758,166.458
Pristina,Prishtinë,Kosovo,42.6633,21.1622
Male,Maale,Maldives,4.1753,73.5089
Port Louis,Port Louis,Mauritius,-20.1644,57.5042
Podgorica,Podgorica,Montenegro,42.4413,19.2629
Willemstad,,Curaçao,12.108,-68.935
Bern,Bern,Switzerland,46.9481,7.4475
Gitega,Gitega,Burundi,-3.4283,29.925
Reykjavík,Reykjavík,Iceland,64.1467,-21.94
Luxembourg,Luxembourg,Luxembourg,49.6117,6.1319
Papeete,Îles du Vent,French Polynesia,-17.5334,-149.5667
Praia,Praia,Cabo Verde,14.918,-23.509
Sri Jayewardenepura Kotte,Western,Sri Lanka,6.9108,79.8878
Bridgetown,Saint Michael,Barbados,13.0975,-59.6167
Moroni,Grande Comore,Comoros,-11.699,43.256
Thimphu,Thimphu,Bhutan,27.4722,89.6361
Mbabane,Hhohho,Swaziland,-26.3208,31.1617
Honiara,Honiara,Solomon Islands,-9.4319,159.9556
Port of Spain,Port of Spain,Trinidad and Tobago,10.6667,-61.5167
Castries,Castries,Saint Lucia,14.0167,-60.9833
Putrajaya,Putrajaya,Malaysia,2.93,101.69
Cayenne,,French Guiana,4.933,-52.33
São Tomé,Água Grande,Sao Tome and Principe,0.3361,6.7306
Port-Vila,Shefa,Vanuatu,-17.7333,168.3167
Bandar Seri Begawan,Brunei dan Muara,Brunei,4.8903,114.9422
Monaco,,Monaco,43.7333,7.4167
Apia,Tuamasaga,Samoa,-13.8333,-171.75
Tarawa,,Kiribati,1.3382,173.0176
Oranjestad,,Aruba,12.5186,-70.0358
Saint Helier,,Jersey,49.1858,-2.11
Mamoudzou,,Mayotte,-12.7794,45.2272
Majuro,Majuro,Marshall Islands,7.0833,171.3833
Douglas,,Isle Of Man,54.145,-4.482
George Town,,Cayman Islands,19.2866,-81.3744
Victoria,Mont Buxton,Seychelles,-4.6167,55.45
Kingstown,Saint George,Saint Vincent and the Grenadines,13.1578,-61.225
Andorra la Vella,Andorra la Vella,Andorra,42.5,1.5
Saint John’s,Saint John,Antigua and Barbuda,17.1167,-61.85
Nuku‘alofa,Tongatapu,Tonga,-21.1333,-175.2
Nuuk,Sermersooq,Greenland,64.1814,-51.6942
Belmopan,Cayo,Belize,17.2514,-88.7669
Roseau,Saint George,Dominica,15.3014,-61.3883
Basseterre,Saint George Basseterre,Saint Kitts and Nevis,17.3,-62.7333
Tórshavn,Tórshavn,Faroe Islands,62,-6.7833
Road Town,,British Virgin Islands,18.4167,-64.6167
Pago Pago,,American Samoa,-14.274,-170.7046
Grand Turk,,Turks and Caicos Islands,21.4664,-71.136
Marigot,,Saint Martin,18.0706,-63.0847
Palikir,Pohnpei,Federated States of Micronesia,6.9178,158.185
Funafuti,Funafuti,Tuvalu,-8.5167,179.2
Vaduz,Vaduz,Liechtenstein,47.141,9.521
Lobamba,Hhohho,Swaziland,-26.4465,31.2064
Avarua,,Cook Islands,-21.207,-159.771
Saint George’s,Saint George,Grenada,12.05,-61.75
San Marino,San Marino Città,San Marino,43.9346,12.4473
Tifariti,Laâyoune-Sakia El Hamra,Morocco,26.158,-10.567
Philipsburg,,Sint Maarten,18.0237,-63.0458
Capitol Hill,,Northern Mariana Islands,15.2137,145.7546
Stanley,,Falkland Islands (Islas Malvinas),-51.7,-57.85
Hamilton,Hamilton,Bermuda,32.2942,-64.7839
Vatican City,,Vatican City,41.904,12.453
Alofi,,Niue,-19.056,-169.921
Basse-Terre,,Guadeloupe,16.0104,-61.7055
Hagåtña,,Guam,13.4745,144.7504
Jamestown,Saint Helena,"Saint Helena, Ascension, and Tristan da Cunha",-15.9251,-5.7179
Brades,Saint Peter,Montserrat,16.7928,-62.2106
Yaren,Yaren,Nauru,-0.5477,166.9209
Gustavia,,Saint Barthelemy,17.8958,-62.8508
Ngerulmud,Melekeok,Palau,7.5006,134.6242
Saint-Pierre,,Saint Pierre and Miquelon,46.7811,-56.1764
The Valley,,Anguilla,18.2167,-63.05
Mata-Utu,Uvea,Wallis and Futuna,-13.2825,-176.1736
Kingston,,Norfolk Island,-29.0569,167.9617
Longyearbyen,,Svalbard,78.2167,15.6333
Adamstown,,Pitcairn Islands,-25.0667,-130.0833
Flying Fish Cove,,Christmas Island,-10.4167,105.7167
King Edward Point,,South Georgia And South Sandwich Islands,-54.2833,-36.5
Bareilly,Uttar Pradesh,India,28.364,79.415
Qu?ng Hà,Qu?ng Nam,Vietnam,15.9333,108.2667
Domaa-Ahenkro,Bono,Ghana,7.2833,-2.8833
Oklahoma City,Oklahoma,United States,35.4676,-97.5136
Xingcheng,Guangdong,China,24.1681,115.6669
Dongtai,Jiangsu,China,32.8534,120.3037
Yingcheng,Guangdong,China,24.1878,113.4042
Chiba,Chiba,Japan,35.6073,140.1064
Al Mijlad,West Kordofan,Sudan,11.0339,27.74
Pekanbaru,Riau,Indonesia,0.5092,101.4453
Luocheng,Guangdong,China,22.7645,111.5745
Dnipro,Dnipropetrovska Oblast,Ukraine,48.4675,35.04
Danyang,Jiangsu,China,31.9948,119.575
God?,Sumal?,Ethiopia,5.9527,43.5516
Natal,Amazonas,Brazil,-6.9838,-60.2699
Nada,Hainan,China,19.5,109.5833
Zamboanga City,Zamboanga,Philippines,6.9042,122.0761
Kirkuk,Kark?k,Iraq,35.4667,44.3167
Bridgeport,Connecticut,United States,41.1918,-73.1954
Naples,Campania,Italy,40.8333,14.25
Wuchuan,Guangdong,China,21.4283,110.7749
Huilong,Jiangsu,China,31.8131,121.6574
Morelia,Michoacán,Mexico,19.7683,-101.1894
Málaga,Andalusia,Spain,36.7194,-4.42
Cebu City,Cebu,Philippines,10.32,123.75
Al Man??rah,Ad Daqahl?yah,Egypt,31.05,31.3833
Coimbatore,Tamil N?du,India,11.0168,76.9558
Santo Domingo Este,Ozama,Dominican Republic,18.4855,-69.8734
Setagaya,T?ky?,Japan,35.6466,139.6532
S?ngnam,Gyeonggi,South Korea,37.4333,127.15
Taishan,Guangdong,China,22.2486,112.785
Teresina,Piauí,Brazil,-5.0949,-42.8042
Sol?pur,Mah?r?shtra,India,17.68,75.92
Tangier,Tanger-Tétouan-Al Hoceïma,Morocco,35.7767,-5.8039
Kerm?nsh?h,Kerm?nsh?h,Iran,34.3142,47.065
Krasnodar,Krasnodarskiy Kray,Russia,45.0333,38.9667
Baidoa,Bay,Somalia,3.1167,43.65
Gaalkacyo,Mudug,Somalia,6.7697,47.4308
Anqiu,Shandong,China,36.3619,119.1072
Feicheng,Shandong,China,36.186,116.772
Seberang Jaya,Pulau Pinang,Malaysia,5.4,100.4667
El Alto,La Paz,Bolivia,-16.5047,-68.1633
Kitaky?sh?,Fukuoka,Japan,33.8833,130.8833
Meishan,Henan,China,34.1736,112.839
Khartoum North,Khartoum,Sudan,15.6333,32.6333
Kisangani,Tshopo,Congo (Kinshasa),0.5153,25.1911
Aguascalientes,Aguascalientes,Mexico,21.876,-102.296
Marrakech,Marrakech-Safi,Morocco,31.63,-8.0089
Donetsk,Donetska Oblast,Ukraine,48.0028,37.8053
Trujillo,La Libertad,Peru,-8.112,-79.0288
New Orleans,Louisiana,United States,30.0687,-89.9288
Taihe,Sichuan,China,30.8706,105.3784
Trichinopoly,Tamil N?du,India,10.7903,78.7047
Xin’an,Jiangsu,China,34.3662,118.3369
Taihecun,Heilongjiang,China,45.768,131.0063
Kashgar,Xinjiang,China,39.4681,75.9938
Naucalpan de Juárez,México,Mexico,19.4753,-99.2378
Çankaya,Ankara,Turkey,39.9244,32.8856
Santiago de Cuba,Santiago de Cuba,Cuba,20.0217,-75.8294
Owerri,Imo,Nigeria,5.4833,7.0333
Padang,Sumatera Barat,Indonesia,-0.95,100.3531
Qingzhou,Shandong,China,36.6967,118.4797
Lichuan,Hubei,China,30.2965,108.9378
Santiago del Estero,Santiago del Estero,Argentina,-27.7833,-64.2667
Daye,Hubei,China,30.1003,114.9699
Hengzhou,Guangxi,China,22.6896,109.2674
Fort Worth,Texas,United States,32.7817,-97.3474
Hartford,Connecticut,United States,41.7661,-72.6834
Esenyurt,?stanbul,Turkey,41.047,28.658
Campo Grande,Mato Grosso do Sul,Brazil,-20.4839,-54.615
Zhuanghe,Liaoning,China,39.6896,122.9664
Bobo-Dioulasso,Hauts-Bassins,Burkina Faso,11.1833,-4.2833
Ad Damm?m,Ash Sharq?yah,Saudi Arabia,26.4333,50.1
Quzhou,Zhejiang,China,28.9545,118.8763
Lhasa,Tibet,China,29.6534,91.1719
Jiaozhou,Shandong,China,36.2481,119.9625
Bunia,Ituri,Congo (Kinshasa),1.5667,30.25
Taguig City,Taguig,Philippines,14.52,121.05
Cancún,Quintana Roo,Mexico,21.1606,-86.8475
Mérida,Yucatán,Mexico,20.97,-89.62
Yangchun,Guangdong,China,22.1717,111.7846
Dengtalu,Henan,China,36.1386,114.1066
Mor?d?b?d,Uttar Pradesh,India,28.8389,78.7769
Antipolo,Rizal,Philippines,14.5842,121.1763
Abeokuta,Ogun,Nigeria,7.1608,3.3483
Bucheon,Gyeonggi,South Korea,37.5,126.7833
Zhoushan,Zhejiang,China,29.9887,122.2049
Tirupp?r,Tamil N?du,India,11.1085,77.3411
Natal,Rio Grande do Norte,Brazil,-5.7833,-35.2
Chihuahua,Chihuahua,Mexico,28.6353,-106.0889
Klang,Selangor,Malaysia,3.0333,101.45
As Sulaym?n?yah,As Sulaym?n?yah,Iraq,35.5572,45.4356
Gurgaon,Hary?na,India,28.456,77.029
Turin,Piedmont,Italy,45.0792,7.6761
Tucson,Arizona,United States,32.1541,-110.8787
Hai’an,Jiangsu,China,32.532,120.4604
Ar Ram?d?,Al Anb?r,Iraq,33.4258,43.2992
Laiyang,Shandong,China,36.9758,120.7136
Sale,Rabat-Salé-Kénitra,Morocco,34.0333,-6.8
Jalandhar,Punjab,India,31.2569,75.4432
Marseille,Provence-Alpes-Côte d’Azur,France,43.2964,5.37
Bucaramanga,Santander,Colombia,7.1333,-73
Kaifeng Chengguanzhen,Henan,China,34.8519,114.3481
Ikeja,Lagos,Nigeria,6.6186,3.3426
Eski?ehir,Eski?ehir,Turkey,39.7767,30.5206
Saltillo,Coahuila,Mexico,25.4231,-100.9919
Gaomi,Shandong,China,36.3833,119.75
Liverpool,Liverpool,United Kingdom,53.4075,-2.9919
Ipoh,Perak,Malaysia,4.5972,101.075
Oran,Oran,Algeria,35.6969,-0.6331
Portsmouth,Portsmouth,United Kingdom,50.8058,-1.0872
Southampton,Southampton,United Kingdom,50.9025,-1.4042
Hermosillo,Sonora,Mexico,29.0989,-110.9542
Cochabamba,Cochabamba,Bolivia,-17.3833,-66.1667
Weichanglu,Shandong,China,37.1792,119.9333
Shache,Xinjiang,China,38.4261,77.25
Wuxi,Hunan,China,26.5895,111.8481
Leping,Jiangxi,China,28.9632,117.1203
Hailun,Heilongjiang,China,47.4585,126.9632
Macheng,Hubei,China,31.1817,115.0189
Akure,Ondo,Nigeria,7.25,5.195
Ilorin,Kwara,Nigeria,8.5,4.55
Yuci,Shanxi,China,37.6823,112.7281
Saratov,Saratovskaya Oblast’,Russia,51.5333,46.0167
Erbil,Arb?l,Iraq,36.1912,44.0092
Iguaçu,Rio de Janeiro,Brazil,-22.74,-43.47
Pasig City,Pasig,Philippines,14.575,121.0833
Dehui,Jilin,China,44.5333,125.7
K?lk?ji Devi,Delhi,India,28.5485,77.2513
Bhubaneshwar,Odisha,India,20.27,85.84
Honolulu,Hawaii,United States,21.3294,-157.846
Tongchuan,Shaanxi,China,34.9057,108.9422
Cheongju,Chungbuk,South Korea,36.6333,127.4833
Chengxiang,Jiangsu,China,31.4515,121.1043
Thessaloníki,Kentrikí Makedonía,Greece,40.6403,22.9347
